epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
33,22082.2,1.19503,1.98525,1.33693,0.88419,0.5986,0.57709,0.36828,1.31262,2.16535,1.2865,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,22749.9,1.18284,1.94919,1.32978,0.88328,0.59816,0.57719,0.36765,1.31162,2.14616,1.28572,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,23412.8,1.18121,1.92006,1.31799,0.88387,0.5987,0.57723,0.36865,1.31026,2.12742,1.28472,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,24074.4,1.16472,1.89628,1.31361,0.88515,0.59922,0.57755,0.36878,1.30922,2.10191,1.2835,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,24736.1,1.16448,1.88991,1.31204,0.88413,0.59976,0.57779,0.36902,1.30851,2.08041,1.2827,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,25399.8,1.15338,1.84835,1.30109,0.88498,0.60001,0.57807,0.36986,1.30813,2.06439,1.28254,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,26062.7,1.14854,1.83106,1.2988,0.8852,0.60108,0.57808,0.37063,1.30776,2.0452,1.28207,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,26730,1.13275,1.7939,1.28895,0.88509,0.60078,0.57826,0.37106,1.30687,2.02695,1.28164,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,27393.3,1.03329,1.27645,1.2222,0.88541,0.60056,0.57831,0.37174,1.30555,2.00167,1.28089,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,28029.5,1.01117,1.21545,1.21019,0.88543,0.60128,0.57837,0.37176,1.30459,1.98191,1.28051,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,28666.3,0.99748,1.18486,1.19877,0.88592,0.60229,0.57855,0.37213,1.30293,1.96537,1.2798,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,29302.6,0.97934,1.14586,1.1867,0.88682,0.60224,0.57855,0.37298,1.3011,1.94656,1.27895,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,29939.1,0.96654,1.11649,1.17757,0.88543,0.60354,0.58281,0.37543,1.30019,1.93086,1.27867,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,30577,0.94716,1.08829,1.16613,0.88459,0.60326,0.57846,0.37595,1.29917,1.91735,1.2785,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,31213.9,0.93529,1.05716,1.1561,0.8843,0.60305,0.58284,0.37618,1.29818,1.90728,1.27848,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,33429.5,0.92085,1.0324,1.14874,0.88235,0.60354,0.58255,0.37717,1.29792,1.89774,1.27903,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,34345,0.90697,1.00503,1.13894,0.88117,0.60594,0.5827,0.37917,1.29753,1.89133,1.27977,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,35153.2,0.89174,0.98789,1.12976,0.87998,0.60625,0.58275,0.37885,1.29675,1.88493,1.28,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
